emp_no,first_name,last_name,dept_name
477255,Serenella,Juneja,Sales
477274,Michaela,Crabtree,Production
477300,Florian,Bierman,Production
477308,Alejandra,Brandsma,Sales
477312,Fay,Ramalingam,Sales
477366,Kyoichi,Azadmanesh,Production
477428,Qunsheng,Hanratty,Production
477468,Remmert,Papadias,Production
477473,Flemming,Mikschl,Production
477510,Atreyi,Demizu,Sales
477566,Anwar,Gelosh,Sales
477567,Doohun,Bharadwaj,Production
477571,Gal,Osgood,Production
477655,Serap,Oxenboll,Sales
477671,Mikhail,Segond,Production
477679,Chenye,Bach,Sales
477738,Nevin,Lamma,Sales
477795,Bouchung,Brookman,Production
477852,Gad,Rosay,Production
477895,Geraldo,Zobel,Production
477912,Akeno,Danlos,Production
477923,Augustine,Conde,Sales
477993,Sanjiv,Chorvat,Production
478146,Srinidhi,Nittel,Production
478206,Annemarie,Eterovic,Production
478261,Rajmohan,DasSarma,Production
478273,Dulce,Prochazka,Sales
478296,Kousuke,Ambroszkiewicz,Production
478325,Roddy,Haddadi,Production
478344,Shahid,Rassart,Sales
478356,Manu,Syrotiuk,Production
478360,Sanjiv,Gilg,Production
478509,Luise,Gerlach,Sales
478576,Trygve,Undy,Production
478678,Mario,Sethi,Sales
478742,Renee,Hainaut,Sales
478748,Kauko,Ramalingam,Production
478861,Basem,Khasidashvili,Sales
478870,Sajjad,Shrader,Production
478878,Xinan,Gist,Production
478885,Atreyi,Boudaillier,Production
478945,Mani,Kalefeld,Production
478985,Katsuo,Gubsky,Sales
478996,Mary,Conti,Production
479012,Kazunori,Docker,Sales
479070,Valery,Ozeri,Sales
479097,Clyde,Schaar,Production
479157,Jacopo,Larfeldt,Sales
479162,Hirochika,Motley,Production
479165,Chirstian,Pauthner,Sales
479167,Mayuri,Backhouse,Sales
479281,Seongbae,Ghalwash,Production
479287,Emran,Berztiss,Production
479293,Chandrasekaran,Bage,Sales
479362,Jaroslava,Oxenboll,Production
479398,Danae,Petersohn,Production
479402,Martina,Perfilyeva,Sales
479415,Vatsa,Merle,Sales
479432,Abdelwaheb,England,Production
479473,Ute,Pillow,Production
479543,Dmitri,Aumann,Sales
479559,Yuchang,Monkewich,Sales
479566,Paraskevi,Manderick,Sales
479571,Karlis,Awdeh,Production
479582,Rafols,Grospietsch,Sales
479620,Heping,Skrikant,Production
479625,Itzchak,Parfitt,Production
479637,Genta,Marsiglia,Sales
479674,Giao,Kadhim,Production
479708,Hilary,Dayana,Sales
479743,Nathan,Greenaway,Production
479867,Akemi,Anandan,Sales
479878,Kwan,Orlowska,Production
479885,Sariel,Schade,Sales
480003,Uta,Brlek,Production
480004,Marke,Berendt,Production
480018,Zvonko,Kawashimo,Production
480059,Honesty,Billingsley,Production
480084,Pragnesh,Rikino,Production
480085,Kien,Krider,Production
480087,Kazunori,Irland,Production
480090,Gad,Krone,Sales
480093,Masadi,Sambasivam,Production
480176,Xiaopeng,Haddadi,Production
480328,Larisa,Tempesti,Production
480350,Zijian,Kalloufi,Sales
480506,Jaideep,Etalle,Production
480660,Kazunori,Sambasivam,Sales
480689,Rasiah,Krider,Production
480748,Zhongwei,Isard,Sales
480816,Naftali,Openshaw,Production
480825,Georgy,Rosaz,Sales
480855,Ottavia,Trumbly,Production
481000,Hidefumi,Zirintsis,Sales
481040,Shahaf,Serdy,Sales
481058,Bouchung,Peral,Production
481109,Renee,Rosaz,Production
481172,Jaana,Usery,Production
481182,Domenick,Penttonen,Sales
481185,Pramod,Denos,Production
481200,Seongbae,Bain,Production
481220,Shugo,Mukaidono,Production
481231,Mahendra,Conry,Sales
481240,Shaleah,Goodrum,Production
481273,Halsur,Fontet,Production
481297,Breannda,Koprowski,Production
481321,Haldon,Randi,Production
481327,Phillip,Kinley,Production
481341,Hidde,Ranka,Sales
481364,Kazunori,Klassen,Sales
481385,Heon,Kugler,Production
481403,Magdalena,Rosen,Production
481414,Heekeun,Selenyi,Production
481415,Mokhtar,Kaltofen,Sales
481419,Masali,Coors,Production
481447,Baoqiu,Erez,Production
481496,Christoph,Bonifati,Production
481514,Yuqun,Restivo,Production
481518,Panayotis,Duclos,Production
481526,Shim,Stemann,Production
481596,Sanjai,Massonet,Production
481652,Roddy,Debuse,Production
481694,Adas,Baumann,Production
481708,Christfried,Salverda,Production
481743,Sukumar,Tibblin,Production
481750,Zvonko,Lieberherr,Sales
481847,Kiyotoshi,Saoudi,Sales
481857,Ulises,Ecklund,Sales
481947,Gift,Peac,Production
481954,Shugo,Comte,Production
481985,Constantine,Vakili,Sales
481988,Vatsa,Kambil,Production
482007,Satyanarayana,Schrooten,Sales
482020,Manu,Azumi,Production
482077,Mihalis,Peternell,Production
482078,Ohad,Sanella,Production
482119,Mitsuyuki,Emden,Sales
482123,Nobuyoshi,Mungall,Sales
482136,Jayson,Tibblin,Sales
482160,Kamakshi,Kumaresan,Production
482172,Moon,Olivero,Production
482207,Satyanarayana,Perl,Production
482268,Dekang,Waschkowski,Production
482289,Fumitaka,Cooman,Production
482333,Harjit,Pelz,Production
482356,Bikash,Decaestecker,Sales
482413,Zhigen,Melski,Sales
482460,Breannda,Vieri,Production
482493,Lalit,VanScheik,Sales
482539,Bikash,Pehl,Production
482555,Hyuncheol,Mansanne,Sales
482565,Herb,Zlotek,Production
482568,Fai,Tyugu,Production
482577,Masadi,Validov,Production
482602,Aamer,Lagarias,Production
482625,Siamak,Michaeli,Sales
482659,Zhenbing,Passino,Sales
482666,Sandeepan,Pappas,Production
482679,Krister,Decleir,Sales
482765,Hailing,Nitsche,Production
482823,Henk,Sidhu,Production
482868,Arunas,Iivonen,Production
482894,Greger,Takanami,Sales
482968,Premal,Walston,Production
483049,Conor,Rosiles,Production
483069,Masaru,Baek,Production
483074,Shigeo,Heijenga,Sales
483075,Lalit,Lamma,Production
483123,Masaki,Ducloy,Production
483135,Khedija,Denos,Production
483136,Marjo,Perko,Sales
483144,Janalee,Morton,Sales
483151,Zhensheng,Clemencon,Production
483158,Sumant,Weisert,Sales
483189,Guadalupe,Gente,Production
483251,Bedir,Maquelin,Production
483348,Christoph,Covnot,Production
483350,Ramya,Wiegley,Sales
483354,Ekawit,Speel,Sales
483384,Arne,Varman,Sales
483431,Sastry,Perly,Production
483561,Amalendu,Ranft,Production
483572,Bedrich,Stroustrup,Sales
483695,Mamdouh,Sommer,Production
483737,Tsuneo,Jervis,Production
483770,Zeydy,Szemeredi,Sales
483775,Moty,DuBourdieux,Production
483792,Irena,Unno,Sales
483794,Hausi,Alvarado,Production
483798,Sudharsan,Attimonelli,Production
483808,Ipke,Peir,Production
483904,Xiaoqiang,Berztiss,Sales
483956,Goo,Garrabrants,Production
483976,Claude,Gerlach,Production
484036,Toshimitsu,Kolinko,Production
484087,Herb,Tagansky,Sales
484096,Garnet,Kugler,Production
484105,Hercules,Portugali,Sales
484153,Claudi,Pardalos,Production
484191,Mani,Gente,Production
484201,Huai,Niizuma,Production
484222,Suebskul,Brodal,Production
484256,Nobuyoshi,Paludetto,Production
484262,Sushant,Bonifati,Production
484356,Narain,Bonifati,Production
484361,Ugo,Hempstead,Production
484387,Fumiyo,Rajaraman,Production
484440,Munehiko,Dayang,Production
484491,Atreye,Maierhofer,Production
484504,Gou,Orlowski,Sales
484532,Arif,Vidya,Production
484561,Feiyu,Bridgland,Sales
484568,Alexius,Bahr,Sales
484574,Gal,Thimonier,Sales
484583,Xiping,Jording,Sales
484610,Jayson,Ranta,Production
484637,Randi,Lund,Production
484641,Laurentiu,Pouyioutas,Production
484651,Mayumi,Nicolson,Production
484676,Erez,Barbanera,Production
484683,Iara,Ranai,Production
484736,Radhakrishnan,Stamatiou,Sales
484751,Nobuyoshi,Coombs,Production
484943,Danel,Iivonen,Sales
484980,Dulce,Montresor,Production
484990,Sham,Bernini,Production
485000,Conor,Quaggetto,Sales
485020,Zito,Zirintsis,Production
485069,Alassane,Riexinger,Production
485083,Holgard,Huxford,Sales
485205,Yefim,Taneja,Sales
485247,Jiakeng,Marchegay,Production
485299,Lakshmi,Peternell,Production
485330,Guttorm,Stavenow,Sales
485372,Mingdong,Staudhammer,Production
485469,Chaosheng,Mitchem,Production
485476,Wilmer,Fortenbacher,Production
485487,Goetz,Roohalamini,Sales
485500,Kristian,Kroon,Sales
485547,Ayonca,Verspoor,Sales
485559,Premal,Gist,Sales
485568,Inderjeet,Oskamp,Sales
485604,Shem,Tagansky,Sales
485625,Huei,Michaels,Sales
485696,Susanne,Nitta,Sales
485708,Steve,Tagansky,Sales
485729,Demin,Dayang,Sales
485754,Perla,Randi,Sales
485769,Kinh,Wroclawski,Sales
485772,Gio,Spieker,Production
485805,Wonhee,Zizka,Production
485844,Tsvetan,Monkewich,Sales
485894,Kersti,Vecchi,Sales
485904,Anyuan,Cannane,Production
485911,Perry,Haumacher,Production
485936,Lokesh,Panangaden,Production
486046,Shigeichiro,Uehara,Production
486062,Subhash,Luders,Production
486070,Pasqua,Diderrich,Production
486083,Morrie,Rosenbaum,Sales
486099,Tetsurou,Garnick,Production
486143,Fai,Decaestecker,Production
486153,Zorica,Gien,Sales
486168,Suvo,Roison,Sales
486184,Hideo,Serna,Production
486198,Jaroslava,Danner,Sales
486207,Fumino,Valtorta,Sales
486225,Rosita,Asser,Sales
486284,Venkatesan,Peternell,Sales
486363,Nechama,Ambroszkiewicz,Production
486366,Foong,Billawala,Production
486426,Elvia,Zirintsis,Production
486537,Mayuri,Orlowska,Sales
486553,Toshiki,Schiper,Sales
486561,Jordanka,Sommen,Sales
486562,Radoslaw,Angelopoulos,Sales
486602,Serap,Fabrizio,Production
486638,Arnd,Luon,Production
486681,Kousuke,Velasco,Production
486726,Vugranam,Aamodt,Production
486740,Guiseppe,Cronin,Production
486752,Toshimo,Scharstein,Sales
486753,Chinho,Hitomi,Sales
486776,Narain,Kawashima,Production
486789,Tze,Yemenis,Production
486809,Oldrich,Schmittgen,Sales
486826,Utz,Erdi,Production
486830,Marsal,Unni,Sales
486836,Remko,Klerer,Sales
486883,Ayakannu,Deyuan,Production
486887,Fai,Herber,Production
487071,Khoa,Klyachko,Sales
487075,Nevio,Alvarado,Production
487090,Yagil,Oxenboll,Production
487130,Alselm,Roison,Production
487169,Toshimi,Naumovich,Production
487233,Berthier,Conia,Production
487260,Katsuo,Nyrup,Sales
487276,Chaoyi,Kowalchuk,Production
487286,Insup,Copas,Sales
487294,Alenka,Zirintsis,Production
487372,Arvind,Rosay,Sales
487385,Stepehn,Felcyn,Production
487386,Byong,Ramaiah,Sales
487393,Keung,Hebert,Sales
487422,Adhemar,Maksimenko,Production
487462,Dipayan,Bierbaum,Production
487482,Tayeb,McAlpine,Production
487502,Owen,Peris,Production
487541,Temple,McConalogue,Production
487582,Domenico,Katalagarianos,Production
487601,Aksel,Emiris,Production
487651,Itzchak,Cooke,Production
487659,Lakshmi,Fadgyas,Production
487667,Valery,Cannard,Production
487743,Chanjung,Kavvadias,Sales
487749,Unal,Comte,Production
487758,Sandeepan,Wendorf,Production
487782,Charlene,Syrotiuk,Production
487790,Kolar,Fontan,Production
487796,Gunilla,Bashian,Sales
487831,Urs,Lemarechal,Production
487941,Haldon,Mahmud,Production
487974,Masadi,Smailagic,Production
487977,Yefim,Gopalakrishnan,Sales
488057,Gennady,Schonegge,Production
488074,Giordano,Genther,Production
488175,Brendon,Alpay,Production
488185,Junsik,Hanratty,Production
488246,Paris,Honglei,Production
488275,Ulises,Woycyznski,Sales
488338,Yaghout,Pietracaprina,Production
488360,Roselyn,Fioravanti,Sales
488364,Taizo,Murillo,Production
488400,Claudi,Gulla,Sales
488637,Hisao,Shiratori,Production
488666,Teunis,Monarch,Production
488674,Uri,Ressouche,Sales
488705,Nevio,Chenoweth,Production
488778,Shaz,Mitina,Sales
488794,Bodo,Serdy,Sales
488800,Foong,Schieder,Sales
488813,Elliott,Gelosh,Sales
488859,Odysseas,McFarlin,Production
488894,Boriana,Champarnaud,Production
488907,Reinhold,Kitai,Production
488965,Khosrow,Pokrovskii,Production
488969,Remko,Benzmuller,Sales
488995,Moon,Morris,Production
488998,Kendra,Hennings,Production
489010,Youngkon,Skrikant,Production
489015,Boriana,Benzmuller,Production
489063,Jianhui,Penn,Sales
489149,Ottavia,Sethi,Production
489260,Constantine,Huxford,Sales
489318,Uta,Stellhorn,Production
489349,Foong,Schapire,Sales
489368,Tianruo,Parascandalo,Production
489405,Sarita,Heuter,Sales
489415,Aluzio,Ranft,Production
489440,Conor,Jonsson,Sales
489452,Hercules,Sethi,Sales
489504,Apostol,Kriebel,Sales
489518,Alexius,Dulay,Production
489582,Pranav,Ozeki,Production
489595,Arvind,Gomatam,Production
489622,Hinrich,Malinowski,Production
489680,Divier,Ratzlaff,Production
489759,Serap,Pell,Production
489801,Dante,Lichtner,Production
489909,Amabile,Kampfer,Production
489986,Remco,Impagliazzo,Sales
489988,Girolamo,Henders,Sales
490010,Kshitij,Ranft,Production
490037,Jagoda,Varman,Sales
490164,Martina,Mandell,Production
490168,Lena,Delgrange,Production
490242,Padma,Jeansoulin,Sales
490249,Sahrah,Riefers,Production
490250,Elvis,Baez,Sales
490269,Hideyuki,Schaar,Production
490337,Faiza,Clemencon,Production
490344,Jayesh,Horswill,Production
490345,Aleksandar,Coullard,Production
490406,Zhongwei,Rubsam,Sales
490408,Paloma,Khamsi,Production
490522,Masasuke,Rossi,Sales
490564,Yuichiro,Lores,Production
490579,Martien,Guerreiro,Sales
490581,Greger,Ghemri,Sales
490582,Vishu,Lanteri,Production
490616,Taiji,Stifter,Sales
490617,Changho,Lampe,Production
490630,Sadok,Lenart,Sales
490689,Gian,Leppanen,Production
490702,Akhilish,Msuda,Sales
490725,Marko,Schiper,Production
490730,Francesca,Chimia,Sales
490763,Tomoyuki,Laurillard,Production
490858,Sarita,Poujol,Production
490888,Berna,Gargeya,Production
490930,Tua,Godskesen,Sales
490945,Moriyoshi,Schiettecatte,Production
490946,Adam,Chinin,Production
491005,Jeanna,Irland,Production
491025,Garnik,Kroon,Sales
491074,Kien,Baar,Sales
491099,Jovan,Iacovou,Sales
491130,Sven,Speek,Sales
491160,Eldridge,Lorys,Production
491165,Subhrajyoti,Zizka,Production
491172,Lansing,Lindenbaum,Production
491213,Shaowei,Angot,Sales
491279,Leandro,Kranzdorf,Production
491289,Hidekazu,Bahr,Production
491303,Faiza,Linares,Production
491304,Felicidad,Lamba,Sales
491339,Jeong,Lanzelotte,Production
491399,Candido,Brender,Production
491412,Chuanyi,Pettit,Production
491420,Hauke,Diderrich,Sales
491465,Ramzi,Karner,Sales
491466,Reinhold,Rettelbach,Sales
491486,Amabile,Antonisse,Production
491489,Harjit,Braccini,Production
491499,Heather,Perz,Production
491562,Ewing,Denis,Sales
491599,Giri,Tibblin,Production
491629,Aamer,Schapiro,Production
491789,Fumitaka,Schnabel,Production
491799,Zorica,Peck,Sales
491807,Halsur,Tchuente,Production
491818,Yongqiao,Besselaar,Production
491824,Vincent,Jonsson,Production
491843,Irena,Kusalik,Production
491851,Jaihie,Braccini,Sales
491892,Arfst,Gruenwald,Sales
491917,Quingbo,Coombs,Production
491958,Basim,Lorin,Sales
491987,Francoise,Foong,Sales
492001,Morris,Birch,Production
492006,Francesca,Gornas,Production
492013,Muzhong,Bugrara,Sales
492138,Valdiodio,Cronin,Production
492139,Berto,Anandan,Production
492168,Parviz,Masada,Production
492170,Sakthirel,Ushiama,Sales
492184,Malu,Fetvedt,Production
492204,Vitaly,Ulupinar,Production
492323,Houman,Stanfel,Sales
492327,Claude,Denna,Production
492328,Mooi,Tzvieli,Production
492332,Sukumar,Ligten,Production
492361,Bangqing,Jansen,Sales
492375,Barna,Nollmann,Production
492377,Jianhua,Pollacia,Sales
492425,Masamitsu,Kopetz,Production
492428,Adin,Laventhal,Production
492448,Kristen,Uchoa,Production
492479,Otilia,Salinas,Sales
492533,Xiaoheng,Busillo,Sales
492558,Yoshimitsu,Melter,Production
492564,Hiroyasu,Bellmore,Production
492593,Lalit,Uludag,Production
492612,Guangming,Matzke,Sales
492633,Taiji,Malinowski,Sales
492652,Sukumar,Heydon,Production
492671,Zengping,Docker,Sales
492693,Feiyu,Kakkar,Production
492700,Morrie,Yemenis,Sales
492711,Zita,Marshall,Sales
492727,Wanqing,Brickell,Production
492736,Taiji,Melton,Production
492750,Akeno,Sewelson,Production
492755,Jinpo,Hartvigsen,Production
492799,LiMin,Ramsak,Sales
492806,LiMin,Chinen,Production
492819,Trygve,Honglei,Production
492868,Abdelkader,Trumbly,Sales
492950,Theron,Wilfing,Sales
493012,Satyanarayana,Georgatos,Sales
493037,Elrique,Schwaller,Sales
493115,Shai,Bashian,Production
493200,Feiyu,Jansch,Production
493244,Sajjad,Junet,Production
493301,Uri,Pardalos,Production
493378,Demos,Flexer,Sales
493464,Bader,Tsunoo,Sales
493505,Sushant,Basawa,Production
493519,Sadegh,Papsdorf,Production
493560,Danny,Henseler,Production
493569,Mikhail,Salvesen,Sales
493576,Margareta,Prochazka,Sales
493642,Sanjai,Baig,Sales
493685,Kazunori,Isaak,Production
493695,Sariel,Camarinopoulos,Production
493715,Dipayan,Binding,Production
493725,Anneke,Jeansoulin,Sales
493739,Xinglin,Kroha,Production
493764,Zeydy,Quadeer,Production
493797,Pranay,Stiles,Production
493801,Stein,Pews,Production
493812,Bernardo,Brizzi,Sales
493857,Alagu,Ecklund,Sales
493903,Takahiro,Kornyak,Sales
494022,Froduald,Langford,Production
494051,Katsuo,Birdsall,Production
494078,Valery,McDermid,Production
494099,Waiman,Irland,Sales
494100,Morrie,Riesenhuber,Production
494114,Vitaly,Danley,Production
494155,Byong,Schwabacher,Sales
494163,Ghassan,Mahnke,Production
494276,Eran,Sudbeck,Production
494282,Karlis,Kawashima,Sales
494300,Zeljko,Oberman,Sales
494316,Dekang,Merlo,Sales
494355,Koichi,Reutenauer,Production
494366,Fumiya,Taubenfeld,Production
494400,Yongqiao,Schicker,Sales
494423,Izaskun,Guenter,Sales
494425,Mong,Heping,Sales
494428,Manton,Selvestrel,Sales
494456,Heon,Swen,Production
494548,Goetz,Peral,Production
494599,Gro,Chepyzhov,Production
494743,Souichi,Thummel,Production
494773,Masako,Zlotek,Production
494794,Danel,Lindenbaum,Production
494802,Irena,Domenig,Production
494813,Sachio,Marwedel,Production
494845,Nathan,Turnbull,Production
494885,Demin,Eterovic,Sales
494899,Magy,Orlowski,Production
494909,Genta,Liedekerke,Sales
494958,Candido,Redmiles,Sales
494974,Tooru,Bamford,Production
495053,Yongdong,Hatcliff,Sales
495073,Toshimori,Fontan,Sales
495094,Jamaludin,Rullman,Production
495144,Katsuo,Vidya,Sales
495228,Ramya,Selvestrel,Sales
495236,Chirstian,Cheshire,Production
495245,Shahab,Teitelbaum,Production
495283,Aksel,Kaelbling,Production
495318,Reinhard,Kornatzky,Sales
495353,Odysseas,Tischendorf,Production
495393,Vugranam,Perko,Production
495459,Leen,Genin,Sales
495463,Chaitali,Constantine,Production
495523,Kristen,Standera,Production
495595,Hideo,Herber,Sales
495605,Nobuyoshi,Imataki,Sales
495625,Torsten,Rattan,Production
495697,Mona,Ramamoorthy,Sales
495755,Jiang,Erni,Sales
495804,Xudong,Furedi,Production
495805,Susanne,Yoshizawa,Production
495807,Martina,Kumaresan,Production
495889,Masanao,Chvatal,Production
495997,Lene,Vadhan,Production
496014,Yuchang,Barbanera,Production
496032,Trygve,Tischendorf,Sales
496039,Masamitsu,Bellone,Sales
496042,Sanjeeva,Portugali,Production
496078,Chuanyi,Kabayashi,Production
496108,Atreyi,Samarati,Production
496150,Dmitry,Marrakchi,Sales
496174,Mary,Staudhammer,Sales
496198,Volkmar,Panangaden,Production
496265,Aran,Emden,Sales
496282,Kotesh,Anguita,Production
496295,Nathan,Plavsic,Production
496300,Candida,Kropatsch,Production
496302,Adas,Plesums,Production
496326,Xuejun,Angelopoulos,Sales
496341,Oddvar,Rosay,Sales
496388,Sarita,Axelband,Production
496522,Jayesh,Bresenham,Production
496579,Rayond,Bernardeschi,Sales
496583,Toshiki,Shinomoto,Sales
496632,Xinglin,Berstel,Production
496681,Seshu,Nastansky,Production
496721,Spyrose,Ramsay,Production
496729,Zhonghua,Sigstam,Production
496773,Shaunak,Baak,Sales
496778,Zijian,Ghazalie,Sales
496792,Stafford,Bashian,Production
496829,Shaleah,DeMori,Sales
496864,Pintsang,Picco,Production
497009,Adam,Panienski,Production
497023,Jamaludin,Nooteboom,Sales
497033,Ziyad,Oaver,Production
497036,Moheb,Nourani,Production
497100,Martial,Miara,Sales
497113,Edwin,Orlowski,Sales
497151,Lijia,Litzkow,Sales
497182,Goa,Versino,Production
497196,Siamak,Kroon,Production
497229,Keiichiro,Sadowski,Production
497274,Jixiang,Serre,Production
497307,Takahiro,Collette,Sales
497343,Fan,Bael,Production
497374,Qunsheng,Miculan,Production
497411,Kirk,Woycyznski,Production
497421,Eirik,Lanteri,Production
497429,Vitali,Broder,Production
497559,Tremaine,Straney,Production
497578,Vasilis,Eterovic,Sales
497582,Xiaoqiang,Rosen,Production
497595,Shahaf,Schrooten,Production
497622,Yucel,Neiman,Production
497638,Kinh,Chachaty,Sales
497647,Mototsugu,Riesenhuber,Production
497675,Zito,Jayawardene,Production
497693,Tsutomu,Ciolek,Sales
497726,Moty,Usery,Production
497734,Duke,Kobara,Production
497735,Serenella,Percebois,Sales
497744,Rimon,Farris,Production
497800,Nishit,Zambonelli,Sales
497811,Sajjad,Vickson,Sales
497821,Zhonghua,Trelles,Production
497828,Lillian,Servi,Production
497845,Nirmal,Ramaiah,Sales
497876,Moni,Kavanagh,Sales
498088,Nitsan,England,Production
498166,Sashi,Steenbeek,Production
498219,Christophe,Schade,Sales
498283,Luisa,Swan,Production
498437,Hitofumi,Schaft,Production
498447,Naftaly,Werthner,Production
498485,Xiaoqiang,Anger,Production
498531,Mori,Haddadi,Production
498627,Candido,Danecki,Production
498628,Wanqing,Dulay,Sales
498639,Bojan,Zastre,Production
498657,Ebbe,Hainaut,Production
498696,Macha,Zockler,Sales
498699,Hilari,Zeleznik,Production
498710,Zhongwei,Luef,Production
498725,Leif,Brookner,Production
498731,Hilary,Gronowski,Production
498736,Yuping,Hofman,Sales
498748,Doowon,Ananiadou,Production
498770,Kersti,Katzenelson,Production
498784,Oscal,Borovoy,Production
498862,Zissis,Ranum,Sales
498863,Djenana,Peak,Production
498923,Shuky,Itzigehl,Sales
499003,Yinghua,Markovitch,Production
499146,Manibrata,Rullman,Production
499206,Dmitry,Kohling,Sales
499213,Badri,Eugenio,Sales
499231,Padma,Hofmeyr,Sales
499397,Stamatina,Bernini,Production
499420,Sangeeta,Impagliazzo,Sales
499429,Gad,Ambroszkiewicz,Production
499444,Radoslaw,Hofting,Sales
499464,Alassane,Tiemann,Production
499474,Mohamadou,Danley,Production
499575,Jacqueline,Kisuki,Sales
499613,Vasilis,Kaelbling,Production
499677,Shim,Suomi,Production
499688,Bingning,Perin,Sales
499723,Mart,Percebois,Production
499808,Paris,Deyuan,Sales
499870,Kayoko,Peroz,Production
499872,Kannan,Krychniak,Production
499907,Arnd,Garnham,Production
499920,Christ,Murtagh,Sales
499966,Mihalis,Crabtree,Sales
10004,Chirstian,Koblick,Production
10088,Jungsoon,Syrzycki,Sales
10130,Nishit,Casperson,Production
10134,Diederik,Siprelle,Production
10149,Xiadong,Perry,Sales
10161,Hairong,Mellouli,Production
10215,Xiaobin,Duclos,Sales
10217,Yongmin,Roison,Production
10355,Satyanarayana,Cochrane,Sales
10442,Volkmar,Unno,Sales
10463,Ung,Zaiane,Sales
10504,Xiong,Varker,Sales
10541,Godehard,Eiter,Sales
10629,Lalit,Francisci,Sales
10734,Sachar,Erdi,Production
10767,Monique,Doering,Sales
10768,Ishfaq,Candan,Production
10836,Jianhua,Leivant,Sales
10878,Lakshmi,Deville,Sales
10883,Shimshon,Champarnaud,Production
10921,Mara,Bahi,Production
10924,Hironoby,Atchley,Sales
10965,Eckart,Braunschweig,Sales
11037,Lansing,Maliniak,Production
11146,Ishfaq,Masand,Sales
11197,Tadahiro,Fordan,Sales
11208,Saniya,Valtorta,Production
11324,Kauko,Billingsley,Production
11338,Kwangsub,Hanratty,Sales
11339,Flemming,Massonet,Production
11385,Shiv,Ullian,Production
11441,Marlo,Aingworth,Sales
11461,Kish,Cronau,Production
11477,Fox,Narahari,Production
11506,Rance,Picel,Sales
11562,Rimli,Alencar,Production
11578,Edwin,Rosti,Production
11607,Tomokazu,Foong,Production
11660,Gill,Stenning,Sales
11676,Valeri,Ferriere,Production
11681,Fumitake,Benzmuller,Production
11696,Dante,Rothe,Sales
11732,Sanjoy,Ranft,Production
11797,Chenxi,Thambidurai,Sales
11813,Gita,Muhlberg,Sales
12011,Zhilian,Coorg,Sales
12036,Mads,Ratzlaff,Sales
12050,Yuchang,Tchuente,Production
12082,Xinan,Yamaashi,Sales
12099,Nobuyoshi,Kuzuoka,Sales
12173,Adel,Nanard,Production
12343,Sorina,Slaats,Production
12373,Mooi,Driscoll,Sales
12413,Hugh,Gadepally,Production
12415,Uri,Sluis,Sales
12454,Kerryn,Farris,Sales
12541,Shih,Nanard,Sales
12557,Stafford,Kopetz,Production
12691,Oddvar,Gils,Production
12729,Nahla,Rahier,Production
12732,Mara,Takanami,Sales
12759,LiMin,Kuszyk,Sales
12816,Freyja,Ramras,Production
12819,Mountaz,Gubsky,Production
12872,Marl,Schmittgen,Sales
12890,Neven,Casley,Sales
12893,Licheng,Crouzet,Sales
12895,Roddy,Serot,Production
12922,Jacqueline,Porenta,Sales
12951,Mohammad,Keirsey,Sales
12974,Gift,Frolund,Sales
13124,Quingbo,Garnick,Sales
13147,Shichao,Ginesta,Sales
13213,Hein,Billawala,Sales
13250,Zeydy,Schusler,Production
13305,Bikash,Herath,Sales
13332,Nidapan,Pearson,Production
13333,Yoshinari,Hennebert,Production
13408,Sreekrishna,Lagarias,Production
13422,Vishwani,Gerlach,Production
13546,Aimee,Brookner,Production
13648,Zejun,Lamba,Production
13684,Elvia,Christ,Sales
13721,Sugwoo,Delgrossi,Sales
13747,Masaru,Capobianchi,Sales
13769,Yakichi,Trogemann,Sales
13775,Arve,Maierhofer,Sales
13787,Xiaobin,Sinicrope,Production
13788,Takahira,Furedi,Production
13841,Christophe,Spinelli,Production
13884,Kensei,Swift,Production
13894,Ult,Schonegge,Production
13916,Vidya,Wynblatt,Sales
13930,Sukumar,Chartres,Sales
13951,Mooi,Genther,Sales
13979,Turgut,Highland,Production
13986,Geraldo,Ramsey,Sales
14015,Manibrata,Picaronny,Production
14067,Godehard,Trachtenberg,Production
14167,Adas,Hertweck,Production
14197,Adin,Chachaty,Sales
14220,Tomofumi,Pargas,Production
14257,Kwok,Massonet,Production
14298,Chriss,Granlund,Production
14320,Sreenivas,Schaar,Production
14340,Vitaly,Wixon,Production
14354,Mong,Bojadziev,Sales
14422,Toshimo,Gadepally,Production
14478,Munehiro,Boissier,Sales
14481,Moti,Lammel,Production
14486,Indrajit,Birdsall,Production
14513,Samphel,Barreiro,Sales
14516,Kristian,Underwood,Sales
14556,Fatemeh,Zultner,Production
14607,Suzette,Selvestrel,Sales
14620,Jianhua,Erev,Production
14648,IEEE,Lorys,Sales
14780,Marlo,Bruckman,Production
14865,Ute,Serra,Sales
14888,Temple,Barriga,Sales
14949,Insup,Reinhart,Production
14959,Kerryn,Hiyoshi,Production
15052,Flemming,Kranzdorf,Production
15069,Manton,Siksek,Production
15077,Toshiki,Taubenfeld,Production
15102,Luigi,Axelband,Production
15105,Sudhanshu,Itzigehl,Sales
15134,Arun,Luiz,Sales
15145,Haldon,Servieres,Production
15271,Shiv,Bernardeschi,Sales
15292,Miyeon,Lammel,Sales
15312,Deniz,Linnainmaa,Production
15372,Nahum,Broder,Sales
15454,Hongzue,Cesareni,Sales
15543,Mingdong,Staelin,Production
